 -6.997280541191476e-09	 -259.61642508426957	 -265.22924758079625
 -3.75000217685211e-09	 -212.7681070854541	 -228.54488937920271
 -2.4263435362242404e-09	 -218.282775067581	 -246.48810684261016
 -3.410727800165427e-09	 -227.3173923659725	 -253.95706320295312
 -1.574455455488445e-09	 -238.73545165510976	 -270.0717813814426
 -5.404045984129922e-10	 -240.00277163441888	 -250.9166685112955
 -1.0035471427777604e-09	 -219.698802432307	 -235.78391412500508
 -7.256348891288902e-09	 -232.12221587929108	 -238.438315252508
 -8.575255460365267e-10	 -206.1460670676857	 -215.81377787236937
 -6.986881373193108e-10	 -242.31518327545965	 -246.92762582438
 -1.3813015708215632e-09	 -211.2519261953816	 -230.04203747628915
 -2.159254544888378e-09	 -228.55166961223233	 -231.03737404991102
 -5.979180222896319e-09	 -206.16911533051092	 -210.8006255649933
 -3.042096025853198e-09	 -221.2374805636091	 -234.85056446606438
 -1.39755685199298e-09	 -244.38541081766908	 -267.9728801026394
 -9.185083728169685e-10	 -225.92457054701427	 -237.08040993011554
 -1.3431393422970656e-08	 -218.06821049741902	 -222.1358091962853
 -8.078713749675533e-10	 -230.83728646098635	 -310.94946513724653
 -1.5359428200774687e-09	 -240.56502963760477	 -251.39167283328985
 -2.9997855892506158e-09	 -200.4530365536433	 -208.40461307145407
 -2.9712440100641032e-09	 -234.01962909246637	 -248.44281571479888
 -1.224397370808364e-09	 -229.9280362283022	 -234.44218282731376
 -2.9561589420509e-09	 -239.9798607959012	 -247.11108636101392
 -1.7238540439016794e-09	 -214.9800693736701	 -236.3055331920445
 -4.556048087790439	 -221.08322257643667	 -227.43583652095379
 -6.430450398824423e-10	 -222.01199337084802	 -226.89701764558643
 -2.193949634883698e-09	 -221.06967011544785	 -226.9176734919509
 -7.738533903523425e-10	 -226.67031661007164	 -228.76071443190804
 -3.8628674550316184e-09	 -224.83277979706259	 -235.12342308315257
 -0.05266415156712471	 -238.27351388596858	 -263.5328214849726
 -1.462188035341232	 -215.56053336018167	 -290.84707516388204
 -9.49515049856296e-10	 -230.93680899640552	 -236.60270471123994
 -4.118153372998381e-10	 -207.46094692024914	 -222.4437347313946
 -5.855300678126912e-06	 -217.71675497345112	 -226.4502879218194
 -3.87969787759689e-09	 -234.83878139070166	 -256.5588824568119
 -2.087548952269967e-09	 -205.52187384046448	 -218.70457633970764
 -3.452943339746213e-10	 -209.10567413024833	 -234.7198713856234
 -1.107582264396447e-08	 -203.08751173496572	 -208.3789320504838
 -2.934519351596652e-09	 -231.6546650661493	 -243.95222932093355
 -2.0404254632196684e-09	 -216.9116342631343	 -223.432714119997
 -1.2284898932920743e-09	 -221.5438221187215	 -238.5742178737795
 -1.0209292354455409e-09	 -239.4613484907478	 -245.37431090202875
 -5.905963563760084e-10	 -217.07545113031762	 -222.08474013894013
 -1.9323783575214737e-09	 -214.71066673536916	 -228.26340325360707
 -5.348334052803928e-10	 -225.40836216868522	 -238.85983354413588
 -1.084561219321399e-09	 -238.21344982829243	 -241.32511477065796
 -1.772470743756183e-09	 -237.21229879156462	 -296.60428944597066
 -2.608121169043189e-10	 -225.71411315011562	 -255.40782579655738
 -1.3209508946065286e-09	 -215.37625331551152	 -218.17370777593894
 -3.5655067292753118e-09	 -261.41278419636126	 -264.2554402379203
 -1.061802634936179e-09	 -220.506896870787	 -255.0960948642851
 -2.5859990503611807e-10	 -196.65486027910984	 -229.74190736119203
 -4.359909711281016e-09	 -240.05974390933352	 -252.07014983329415
 -3.1765967901097317e-10	 -254.0567986179145	 -280.3490830483423
 -0.41223313922722893	 -215.85698270519052	 -237.70132959485167
 -0.001074856576119915	 -220.03868203458194	 -235.29895349340342
 -1.6111220812762955e-09	 -226.97642296381176	 -232.4570169754905
 -1.3959912205259499e-09	 -218.12531107196403	 -254.82268792582465
 -9.833608317435668e-10	 -206.1286190739916	 -212.5553406517161
 -1.0422445862636941e-09	 -226.38453332026313	 -241.0923804525033
 -0.47577513655661363	 -217.6847146572042	 -220.54496134066363
 -5.2234550185113535e-09	 -226.2936969869528	 -231.5982125195174
 -1.7047409549264968e-09	 -234.80200264701082	 -250.4843368565088
 -1.2157482410326325e-09	 -236.57421306452449	 -264.8237246563699
 -5.938540648087001e-09	 -225.58008101070482	 -241.9450981259331
 -2.0585300684169397e-09	 -221.520049003497	 -234.34618303291006
 -4.379147388488722e-09	 -233.3516497563068	 -248.15671878494217
 -1.9818309938850515e-09	 -208.94748947694802	 -227.9359538824863
 -9.774833944556016e-10	 -244.22130163622643	 -275.1679027705476
 -7.651492060231005e-10	 -225.96316508606455	 -245.8484813127975
 -1.0785535159168633e-09	 -230.25593999703653	 -231.66950740381677
 -1.3946540553045171e-09	 -215.0031963649599	 -243.53545731946994
 -1.025133778790527e-09	 -245.54825468808377	 -255.42348915507122
 -4.5477300138282254e-10	 -203.43201355162077	 -207.7546638324021
 -0.23314783635531355	 -242.53999756289025	 -245.89160824126665
 -3.8076741437689656e-10	 -248.71626591919653	 -287.3456445984502
 -0.14252806275160235	 -246.9947682640576	 -261.85405124922465
 -1.2719631468681933e-09	 -239.77417361157782	 -245.6441132993534
 -2.5587335615379505e-09	 -213.59887257248081	 -225.1050204759815
 -5.023057471893147e-10	 -245.4332699233212	 -247.53731614547453
 -3.590455213268813e-09	 -226.6652963037203	 -287.11507236975314
 -0.28126590795221895	 -207.1112920088701	 -213.61831784083608
 -2.0012864992171856e-09	 -225.98562764805672	 -257.10135986548784
 -4.5893643480969785e-09	 -239.87736605294302	 -252.49673124244654
 -3.027510298285901e-09	 -223.74924980914125	 -231.975937984166
 -1.4787884916634386e-09	 -232.1582297924409	 -241.26069523686064
 -2.491984272904671e-09	 -212.9097122906102	 -227.49056982436204
 -1.04055152683219e-09	 -230.18157832104765	 -236.76968179858972
 -1.3010685471808058e-09	 -199.92766140679694	 -202.98326765018254
 -0.030916467329470506	 -204.81100876515924	 -219.85448682515667
 -0.022060758619216747	 -216.4151144483935	 -229.637125053352
 -0.003950543516485372	 -220.624641257809	 -232.8390318582062
 -1.1772475713279437e-09	 -233.3757029889158	 -245.07508711490902
 -9.854314226791316e-10	 -235.14349279732087	 -267.0686657633936
 -5.768833515760351e-10	 -233.45181030462732	 -250.30162954330345
 -1.1151746986698268e-09	 -208.04441453590078	 -229.55257059145072
 -1.1119894131750964e-09	 -218.86253649431046	 -247.21407306099647
 -2.5928664669024416e-09	 -223.14775361637635	 -236.98235500475275
 -1.4408870469305632e-09	 -222.35862475152925	 -241.3566415550095
 -7.737664481016238e-09	 -255.7804636244563	 -268.4977697408534
 -9.852145163406856e-10	 -263.56587794787987	 -280.0249791026518
